"League";"SeasonFrom";"SeasonTo";"date";"matchday";"day";"Home";"Guest";"Goals90Home";"Goals90Guest";"Goals45Home";"Goals45Guest"
"BL";2010;2011;2010-08-20;1;"Friday";"Bayern";"Wolfsburg";2;1;1;0
"BL";2010;2011;2010-08-21;1;"Saturday";"Hoffenheim";"Bremen";4;1;4;1
"BL";2010;2011;2010-08-21;1;"Saturday";"Gladbach";"Nuernberg";1;1;1;1
"BL";2010;2011;2010-08-21;1;"Saturday";"Koeln";"K'lautern";1;3;1;0
"BL";2010;2011;2010-08-21;1;"Saturday";"Freiburg";"St. Pauli";1;3;0;0
"BL";2010;2011;2010-08-21;1;"Saturday";"Hannover";"Frankfurt";2;1;1;1
"BL";2010;2011;2010-08-21;1;"Saturday";"HSV";"Schalke";2;1;0;0
"BL";2010;2011;2010-08-22;1;"Sunday";"Mainz";"Stuttgart";2;0;1;0
"BL";2010;2011;2010-08-22;1;"Sunday";"Dortmund";"Leverkusen";0;2;0;2
"BL";2010;2011;2010-08-27;2;"Friday";"K'lautern";"Bayern";2;0;2;0
"BL";2010;2011;2010-08-28;2;"Saturday";"Schalke";"Hannover";1;2;0;1
"BL";2010;2011;2010-08-28;2;"Saturday";"Bremen";"Koeln";4;2;2;1
"BL";2010;2011;2010-08-28;2;"Saturday";"Wolfsburg";"Mainz";3;4;3;1
"BL";2010;2011;2010-08-28;2;"Saturday";"Frankfurt";"HSV";1;3;1;0
"BL";2010;2011;2010-08-28;2;"Saturday";"Nuernberg";"Freiburg";1;2;1;1
"BL";2010;2011;2010-08-28;2;"Saturday";"St. Pauli";"Hoffenheim";0;1;0;0
"BL";2010;2011;2010-08-29;2;"Sunday";"Leverkusen";"Gladbach";3;6;1;3
"BL";2010;2011;2010-08-29;2;"Sunday";"Stuttgart";"Dortmund";1;3;0;3
"BL";2010;2011;2010-09-10;3;"Friday";"Hoffenheim";"Schalke";2;0;1;0
"BL";2010;2011;2010-09-11;3;"Saturday";"Dortmund";"Wolfsburg";2;0;0;0
"BL";2010;2011;2010-09-11;3;"Saturday";"HSV";"Nuernberg";1;1;0;0
"BL";2010;2011;2010-09-11;3;"Saturday";"Gladbach";"Frankfurt";0;4;0;2
"BL";2010;2011;2010-09-11;3;"Saturday";"Freiburg";"Stuttgart";2;1;0;1
"BL";2010;2011;2010-09-11;3;"Saturday";"Hannover";"Leverkusen";2;2;1;0
"BL";2010;2011;2010-09-11;3;"Saturday";"Bayern";"Bremen";0;0;0;0
"BL";2010;2011;2010-09-12;3;"Sunday";"Mainz";"K'lautern";2;1;0;1
"BL";2010;2011;2010-09-12;3;"Sunday";"Koeln";"St. Pauli";1;0;1;0
"BL";2010;2011;2010-09-17;4;"Friday";"Frankfurt";"Freiburg";0;1;0;0
"BL";2010;2011;2010-09-18;4;"Saturday";"Bayern";"Koeln";0;0;0;0
"BL";2010;2011;2010-09-18;4;"Saturday";"Bremen";"Mainz";0;2;0;0
"BL";2010;2011;2010-09-18;4;"Saturday";"Stuttgart";"Gladbach";7;0;2;0
"BL";2010;2011;2010-09-18;4;"Saturday";"Wolfsburg";"Hannover";2;0;0;0
"BL";2010;2011;2010-09-18;4;"Saturday";"K'lautern";"Hoffenheim";2;2;0;1
"BL";2010;2011;2010-09-19;4;"Sunday";"St. Pauli";"HSV";1;1;0;0
"BL";2010;2011;2010-09-19;4;"Sunday";"Schalke";"Dortmund";1;3;0;1
"BL";2010;2011;2010-09-19;4;"Sunday";"Leverkusen";"Nuernberg";0;0;0;0
"BL";2010;2011;2010-09-21;5;"Tuesday";"Mainz";"Koeln";2;0;0;0
"BL";2010;2011;2010-09-21;5;"Tuesday";"Hoffenheim";"Bayern";1;2;1;0
"BL";2010;2011;2010-09-21;5;"Tuesday";"Hannover";"Bremen";4;1;1;1
"BL";2010;2011;2010-09-22;5;"Wednesday";"Leverkusen";"Frankfurt";2;1;1;1
"BL";2010;2011;2010-09-22;5;"Wednesday";"Dortmund";"K'lautern";5;0;2;0
"BL";2010;2011;2010-09-22;5;"Wednesday";"HSV";"Wolfsburg";1;3;1;1
"BL";2010;2011;2010-09-22;5;"Wednesday";"Gladbach";"St. Pauli";1;2;1;0
"BL";2010;2011;2010-09-22;5;"Wednesday";"Freiburg";"Schalke";1;2;0;1
"BL";2010;2011;2010-09-22;5;"Wednesday";"Nuernberg";"Stuttgart";2;1;1;0
"BL";2010;2011;2010-09-24;6;"Friday";"Koeln";"Hoffenheim";1;1;1;0
"BL";2010;2011;2010-09-25;6;"Saturday";"Bayern";"Mainz";1;2;1;1
"BL";2010;2011;2010-09-25;6;"Saturday";"Schalke";"Gladbach";2;2;0;2
"BL";2010;2011;2010-09-25;6;"Saturday";"Stuttgart";"Leverkusen";1;4;0;2
"BL";2010;2011;2010-09-25;6;"Saturday";"Frankfurt";"Nuernberg";2;0;1;0
"BL";2010;2011;2010-09-25;6;"Saturday";"St. Pauli";"Dortmund";1;3;1;1
"BL";2010;2011;2010-09-25;6;"Saturday";"Bremen";"HSV";3;2;2;0
"BL";2010;2011;2010-09-26;6;"Sunday";"Wolfsburg";"Freiburg";2;1;1;1
"BL";2010;2011;2010-09-26;6;"Sunday";"K'lautern";"Hannover";0;1;0;1
"BL";2010;2011;2010-10-01;7;"Friday";"Hannover";"St. Pauli";0;1;0;1
"BL";2010;2011;2010-10-02;7;"Saturday";"HSV";"K'lautern";2;1;0;1
"BL";2010;2011;2010-10-02;7;"Saturday";"Mainz";"Hoffenheim";4;2;1;1
"BL";2010;2011;2010-10-02;7;"Saturday";"Gladbach";"Wolfsburg";1;1;0;1
"BL";2010;2011;2010-10-02;7;"Saturday";"Freiburg";"Koeln";3;2;2;1
"BL";2010;2011;2010-10-02;7;"Saturday";"Nuernberg";"Schalke";2;1;0;0
"BL";2010;2011;2010-10-03;7;"Sunday";"Stuttgart";"Frankfurt";1;2;0;1
"BL";2010;2011;2010-10-03;7;"Sunday";"Dortmund";"Bayern";2;0;0;0
"BL";2010;2011;2010-10-03;7;"Sunday";"Leverkusen";"Bremen";2;2;1;0
"BL";2010;2011;2010-10-15;8;"Friday";"Koeln";"Dortmund";1;2;0;1
"BL";2010;2011;2010-10-16;8;"Saturday";"Bayern";"Hannover";3;0;1;0
"BL";2010;2011;2010-10-16;8;"Saturday";"Schalke";"Stuttgart";2;2;1;1
"BL";2010;2011;2010-10-16;8;"Saturday";"Bremen";"Freiburg";2;1;1;0
"BL";2010;2011;2010-10-16;8;"Saturday";"Mainz";"HSV";0;1;0;0
"BL";2010;2011;2010-10-16;8;"Saturday";"St. Pauli";"Nuernberg";3;2;1;0
"BL";2010;2011;2010-10-16;8;"Saturday";"Wolfsburg";"Leverkusen";2;3;1;0
"BL";2010;2011;2010-10-17;8;"Sunday";"K'lautern";"Frankfurt";0;3;0;1
"BL";2010;2011;2010-10-17;8;"Sunday";"Hoffenheim";"Gladbach";3;2;0;1
"BL";2010;2011;2010-10-22;9;"Friday";"HSV";"Bayern";0;0;0;0
"BL";2010;2011;2010-10-23;9;"Saturday";"Frankfurt";"Schalke";0;0;0;0
"BL";2010;2011;2010-10-23;9;"Saturday";"Gladbach";"Bremen";1;4;0;2
"BL";2010;2011;2010-10-23;9;"Saturday";"Freiburg";"K'lautern";2;1;1;1
"BL";2010;2011;2010-10-23;9;"Saturday";"Hannover";"Koeln";2;1;2;0
"BL";2010;2011;2010-10-23;9;"Saturday";"Nuernberg";"Wolfsburg";2;1;1;1
"BL";2010;2011;2010-10-24;9;"Sunday";"Dortmund";"Hoffenheim";1;1;0;1
"BL";2010;2011;2010-10-24;9;"Sunday";"Leverkusen";"Mainz";0;1;0;0
"BL";2010;2011;2010-10-24;9;"Sunday";"Stuttgart";"St. Pauli";2;0;1;0
"BL";2010;2011;2010-10-29;10;"Friday";"Bayern";"Freiburg";4;2;1;0
"BL";2010;2011;2010-10-30;10;"Saturday";"Bremen";"Nuernberg";2;3;1;1
"BL";2010;2011;2010-10-30;10;"Saturday";"Wolfsburg";"Stuttgart";2;0;1;0
"BL";2010;2011;2010-10-30;10;"Saturday";"Koeln";"HSV";3;2;2;2
"BL";2010;2011;2010-10-30;10;"Saturday";"K'lautern";"Gladbach";3;0;0;0
"BL";2010;2011;2010-10-30;10;"Saturday";"St. Pauli";"Frankfurt";1;3;1;1
"BL";2010;2011;2010-10-30;10;"Saturday";"Schalke";"Leverkusen";0;1;0;0
"BL";2010;2011;2010-10-31;10;"Sunday";"Mainz";"Dortmund";0;2;0;1
"BL";2010;2011;2010-10-31;10;"Sunday";"Hoffenheim";"Hannover";4;0;1;0
"BL";2010;2011;2010-11-05;11;"Friday";"Schalke";"St. Pauli";3;0;1;0
"BL";2010;2011;2010-11-06;11;"Saturday";"HSV";"Hoffenheim";2;1;1;1
"BL";2010;2011;2010-11-06;11;"Saturday";"Frankfurt";"Wolfsburg";3;1;2;0
"BL";2010;2011;2010-11-06;11;"Saturday";"Gladbach";"Bayern";3;3;1;2
"BL";2010;2011;2010-11-06;11;"Saturday";"Freiburg";"Mainz";1;0;0;0
"BL";2010;2011;2010-11-06;11;"Saturday";"Nuernberg";"Koeln";3;1;2;1
"BL";2010;2011;2010-11-07;11;"Sunday";"Hannover";"Dortmund";0;4;0;1
"BL";2010;2011;2010-11-07;11;"Sunday";"Leverkusen";"K'lautern";3;1;1;1
"BL";2010;2011;2010-11-07;11;"Sunday";"Stuttgart";"Bremen";6;0;3;0
"BL";2010;2011;2010-11-12;12;"Friday";"Dortmund";"HSV";2;0;0;0
"BL";2010;2011;2010-11-13;12;"Saturday";"Bremen";"Frankfurt";0;0;0;0
"BL";2010;2011;2010-11-13;12;"Saturday";"Wolfsburg";"Schalke";2;2;2;1
"BL";2010;2011;2010-11-13;12;"Saturday";"Koeln";"Gladbach";0;4;0;0
"BL";2010;2011;2010-11-13;12;"Saturday";"K'lautern";"Stuttgart";3;3;0;2
"BL";2010;2011;2010-11-13;12;"Saturday";"St. Pauli";"Leverkusen";0;1;0;0
"BL";2010;2011;2010-11-13;12;"Saturday";"Mainz";"Hannover";0;1;0;1
"BL";2010;2011;2010-11-14;12;"Sunday";"Hoffenheim";"Freiburg";0;1;0;0
"BL";2010;2011;2010-11-14;12;"Sunday";"Bayern";"Nuernberg";3;0;1;0
"BL";2010;2011;2010-11-20;13;"Saturday";"Schalke";"Bremen";4;0;2;0
"BL";2010;2011;2010-11-20;13;"Saturday";"Frankfurt";"Hoffenheim";0;4;0;1
"BL";2010;2011;2010-11-20;13;"Saturday";"Gladbach";"Mainz";2;3;0;0
"BL";2010;2011;2010-11-20;13;"Saturday";"Freiburg";"Dortmund";1;2;1;0
"BL";2010;2011;2010-11-20;13;"Saturday";"Hannover";"HSV";3;2;1;1
"BL";2010;2011;2010-11-20;13;"Saturday";"Nuernberg";"K'lautern";1;3;0;3
"BL";2010;2011;2010-11-20;13;"Saturday";"Leverkusen";"Bayern";1;1;1;1
"BL";2010;2011;2010-11-21;13;"Sunday";"Stuttgart";"Koeln";0;1;0;0
"BL";2010;2011;2010-11-21;13;"Sunday";"St. Pauli";"Wolfsburg";1;1;1;0
"BL";2010;2011;2010-11-26;14;"Friday";"Mainz";"Nuernberg";3;0;1;0
"BL";2010;2011;2010-11-27;14;"Saturday";"Bayern";"Frankfurt";4;1;1;1
"BL";2010;2011;2010-11-27;14;"Saturday";"HSV";"Stuttgart";4;2;3;1
"BL";2010;2011;2010-11-27;14;"Saturday";"Hoffenheim";"Leverkusen";2;2;1;2
"BL";2010;2011;2010-11-27;14;"Saturday";"Hannover";"Freiburg";3;0;1;0
"BL";2010;2011;2010-11-27;14;"Saturday";"K'lautern";"Schalke";5;0;2;0
"BL";2010;2011;2010-11-27;14;"Saturday";"Dortmund";"Gladbach";4;1;1;1
"BL";2010;2011;2010-11-28;14;"Sunday";"Bremen";"St. Pauli";3;0;2;0
"BL";2010;2011;2010-11-28;14;"Sunday";"Koeln";"Wolfsburg";1;1;0;0
"BL";2010;2011;2010-12-03;15;"Friday";"St. Pauli";"K'lautern";1;0;0;0
"BL";2010;2011;2010-12-04;15;"Saturday";"Stuttgart";"Hoffenheim";1;1;1;1
"BL";2010;2011;2010-12-04;15;"Saturday";"Wolfsburg";"Bremen";0;0;0;0
"BL";2010;2011;2010-12-04;15;"Saturday";"Frankfurt";"Mainz";2;1;1;1
"BL";2010;2011;2010-12-04;15;"Saturday";"Gladbach";"Hannover";1;2;1;0
"BL";2010;2011;2010-12-04;15;"Saturday";"Freiburg";"HSV";1;0;1;0
"BL";2010;2011;2010-12-04;15;"Saturday";"Schalke";"Bayern";2;0;0;0
"BL";2010;2011;2010-12-05;15;"Sunday";"Leverkusen";"Koeln";3;2;1;1
"BL";2010;2011;2010-12-05;15;"Sunday";"Nuernberg";"Dortmund";0;2;0;1
"BL";2010;2011;2010-12-10;16;"Friday";"Hannover";"Stuttgart";2;1;1;0
"BL";2010;2011;2010-12-11;16;"Saturday";"Bayern";"St. Pauli";3;0;1;0
"BL";2010;2011;2010-12-11;16;"Saturday";"HSV";"Leverkusen";2;4;0;1
"BL";2010;2011;2010-12-11;16;"Saturday";"Hoffenheim";"Nuernberg";1;1;0;0
"BL";2010;2011;2010-12-11;16;"Saturday";"Koeln";"Frankfurt";1;0;0;0
"BL";2010;2011;2010-12-11;16;"Saturday";"K'lautern";"Wolfsburg";0;0;0;0
"BL";2010;2011;2010-12-11;16;"Saturday";"Dortmund";"Bremen";2;0;1;0
"BL";2010;2011;2010-12-12;16;"Sunday";"Freiburg";"Gladbach";3;0;2;0
"BL";2010;2011;2010-12-12;16;"Sunday";"Mainz";"Schalke";0;1;0;1
"BL";2010;2011;2010-12-17;17;"Friday";"Gladbach";"HSV";1;2;0;0
"BL";2010;2011;2010-12-18;17;"Saturday";"Schalke";"Koeln";3;0;1;0
"BL";2010;2011;2010-12-18;17;"Saturday";"Bremen";"K'lautern";1;2;1;1
"BL";2010;2011;2010-12-18;17;"Saturday";"Wolfsburg";"Hoffenheim";2;2;0;2
"BL";2010;2011;2010-12-18;17;"Saturday";"Frankfurt";"Dortmund";1;0;0;0
"BL";2010;2011;2010-12-18;17;"Saturday";"Nuernberg";"Hannover";3;1;2;0
"BL";2010;2011;2010-12-18;17;"Saturday";"St. Pauli";"Mainz";2;4;1;3
"BL";2010;2011;2010-12-19;17;"Sunday";"Leverkusen";"Freiburg";2;2;1;1
"BL";2010;2011;2010-12-19;17;"Sunday";"Stuttgart";"Bayern";3;5;0;3
"BL";2010;2011;2011-01-14;18;"Friday";"Leverkusen";"Dortmund";1;3;0;0
"BL";2010;2011;2011-01-15;18;"Saturday";"Bremen";"Hoffenheim";2;1;1;0
"BL";2010;2011;2011-01-15;18;"Saturday";"Stuttgart";"Mainz";1;0;0;0
"BL";2010;2011;2011-01-15;18;"Saturday";"Wolfsburg";"Bayern";1;1;0;1
"BL";2010;2011;2011-01-15;18;"Saturday";"Nuernberg";"Gladbach";0;1;0;1
"BL";2010;2011;2011-01-15;18;"Saturday";"St. Pauli";"Freiburg";2;2;1;0
"BL";2010;2011;2011-01-15;18;"Saturday";"Schalke";"HSV";0;1;0;0
"BL";2010;2011;2011-01-16;18;"Sunday";"Frankfurt";"Hannover";0;3;0;2
"BL";2010;2011;2011-01-16;18;"Sunday";"K'lautern";"Koeln";1;1;0;1
"BL";2010;2011;2011-01-21;19;"Friday";"HSV";"Frankfurt";1;0;0;0
"BL";2010;2011;2011-01-22;19;"Saturday";"Bayern";"K'lautern";5;1;1;0
"BL";2010;2011;2011-01-22;19;"Saturday";"Dortmund";"Stuttgart";1;1;1;0
"BL";2010;2011;2011-01-22;19;"Saturday";"Mainz";"Wolfsburg";0;1;0;0
"BL";2010;2011;2011-01-22;19;"Saturday";"Freiburg";"Nuernberg";1;1;1;0
"BL";2010;2011;2011-01-22;19;"Saturday";"Hannover";"Schalke";0;1;0;1
"BL";2010;2011;2011-01-22;19;"Saturday";"Koeln";"Bremen";3;0;2;0
"BL";2010;2011;2011-01-23;19;"Sunday";"Gladbach";"Leverkusen";1;3;0;2
"BL";2010;2011;2011-01-23;19;"Sunday";"Hoffenheim";"St. Pauli";2;2;1;0
"BL";2010;2011;2011-01-28;20;"Friday";"Leverkusen";"Hannover";2;0;2;0
"BL";2010;2011;2011-01-29;20;"Saturday";"Schalke";"Hoffenheim";0;1;0;1
"BL";2010;2011;2011-01-29;20;"Saturday";"Bremen";"Bayern";1;3;0;0
"BL";2010;2011;2011-01-29;20;"Saturday";"Wolfsburg";"Dortmund";0;3;0;2
"BL";2010;2011;2011-01-29;20;"Saturday";"Nuernberg";"HSV";2;0;0;0
"BL";2010;2011;2011-01-29;20;"Saturday";"St. Pauli";"Koeln";3;0;2;0
"BL";2010;2011;2011-01-29;20;"Saturday";"K'lautern";"Mainz";0;1;0;1
"BL";2010;2011;2011-01-30;20;"Sunday";"Stuttgart";"Freiburg";0;1;0;1
"BL";2010;2011;2011-01-30;20;"Sunday";"Frankfurt";"Gladbach";0;1;0;0
"BL";2010;2011;2011-02-04;21;"Friday";"Dortmund";"Schalke";0;0;0;0
"BL";2010;2011;2011-02-05;21;"Saturday";"Mainz";"Bremen";1;1;1;0
"BL";2010;2011;2011-02-05;21;"Saturday";"Hoffenheim";"K'lautern";3;2;2;0
"BL";2010;2011;2011-02-05;21;"Saturday";"Koeln";"Bayern";3;2;0;2
"BL";2010;2011;2011-02-05;21;"Saturday";"Hannover";"Wolfsburg";1;0;1;0
"BL";2010;2011;2011-02-05;21;"Saturday";"Nuernberg";"Leverkusen";1;0;0;0
"BL";2010;2011;2011-02-05;21;"Saturday";"Gladbach";"Stuttgart";2;3;2;0
"BL";2010;2011;2011-02-06;21;"Sunday";"Freiburg";"Frankfurt";0;0;0;0
"BL";2010;2011;2011-02-16;21;"Wednesday";"HSV";"St. Pauli";0;1;0;0
"BL";2010;2011;2011-02-12;22;"Saturday";"Bayern";"Hoffenheim";4;0;2;0
"BL";2010;2011;2011-02-12;22;"Saturday";"Schalke";"Freiburg";1;0;0;0
"BL";2010;2011;2011-02-12;22;"Saturday";"Stuttgart";"Nuernberg";1;4;1;2
"BL";2010;2011;2011-02-12;22;"Saturday";"Wolfsburg";"HSV";0;1;0;1
"BL";2010;2011;2011-02-12;22;"Saturday";"Frankfurt";"Leverkusen";0;3;0;2
"BL";2010;2011;2011-02-12;22;"Saturday";"St. Pauli";"Gladbach";3;1;1;1
"BL";2010;2011;2011-02-12;22;"Saturday";"K'lautern";"Dortmund";1;1;0;0
"BL";2010;2011;2011-02-13;22;"Sunday";"Koeln";"Mainz";4;2;2;1
"BL";2010;2011;2011-02-13;22;"Sunday";"Bremen";"Hannover";1;1;0;1
"BL";2010;2011;2011-02-18;23;"Friday";"Nuernberg";"Frankfurt";3;0;0;0
"BL";2010;2011;2011-02-19;23;"Saturday";"Dortmund";"St. Pauli";2;0;1;0
"BL";2010;2011;2011-02-19;23;"Saturday";"HSV";"Bremen";4;0;1;0
"BL";2010;2011;2011-02-19;23;"Saturday";"Hoffenheim";"Koeln";1;1;0;0
"BL";2010;2011;2011-02-19;23;"Saturday";"Freiburg";"Wolfsburg";2;1;1;1
"BL";2010;2011;2011-02-19;23;"Saturday";"Hannover";"K'lautern";3;0;2;0
"BL";2010;2011;2011-02-19;23;"Saturday";"Mainz";"Bayern";1;3;0;1
"BL";2010;2011;2011-02-20;23;"Sunday";"Leverkusen";"Stuttgart";4;2;2;1
"BL";2010;2011;2011-02-20;23;"Sunday";"Gladbach";"Schalke";2;1;2;1
"BL";2010;2011;2011-02-25;24;"Friday";"Wolfsburg";"Gladbach";2;1;2;0
"BL";2010;2011;2011-02-26;24;"Saturday";"Schalke";"Nuernberg";1;1;0;1
"BL";2010;2011;2011-02-26;24;"Saturday";"Hoffenheim";"Mainz";1;2;0;1
"BL";2010;2011;2011-02-26;24;"Saturday";"Koeln";"Freiburg";1;0;0;0
"BL";2010;2011;2011-02-26;24;"Saturday";"K'lautern";"HSV";1;1;1;0
"BL";2010;2011;2011-02-26;24;"Saturday";"St. Pauli";"Hannover";0;1;0;0
"BL";2010;2011;2011-02-26;24;"Saturday";"Bayern";"Dortmund";1;3;1;2
"BL";2010;2011;2011-02-27;24;"Sunday";"Frankfurt";"Stuttgart";0;2;0;0
"BL";2010;2011;2011-02-27;24;"Sunday";"Bremen";"Leverkusen";2;2;0;1
"BL";2010;2011;2011-03-04;25;"Friday";"Dortmund";"Koeln";1;0;1;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Stuttgart";"Schalke";1;0;1;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Frankfurt";"K'lautern";0;0;0;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Gladbach";"Hoffenheim";2;0;0;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Hannover";"Bayern";3;1;1;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Nuernberg";"St. Pauli";5;0;3;0
"BL";2010;2011;2011-03-05;25;"Saturday";"Leverkusen";"Wolfsburg";3;0;3;0
"BL";2010;2011;2011-03-06;25;"Sunday";"Freiburg";"Bremen";1;3;0;1
"BL";2010;2011;2011-03-06;25;"Sunday";"HSV";"Mainz";2;4;1;0
"BL";2010;2011;2011-03-11;26;"Friday";"Koeln";"Hannover";4;0;1;0
"BL";2010;2011;2011-03-12;26;"Saturday";"Bayern";"HSV";6;0;1;0
"BL";2010;2011;2011-03-12;26;"Saturday";"Schalke";"Frankfurt";2;1;1;0
"BL";2010;2011;2011-03-12;26;"Saturday";"Wolfsburg";"Nuernberg";1;2;1;1
"BL";2010;2011;2011-03-12;26;"Saturday";"Hoffenheim";"Dortmund";1;0;0;0
"BL";2010;2011;2011-03-12;26;"Saturday";"K'lautern";"Freiburg";2;1;1;1
"BL";2010;2011;2011-03-12;26;"Saturday";"Bremen";"Gladbach";1;1;1;0
"BL";2010;2011;2011-03-13;26;"Sunday";"Mainz";"Leverkusen";0;1;0;0
"BL";2010;2011;2011-03-13;26;"Sunday";"St. Pauli";"Stuttgart";1;2;1;1
"BL";2010;2011;2011-03-18;27;"Friday";"Gladbach";"K'lautern";0;1;0;0
"BL";2010;2011;2011-03-19;27;"Saturday";"HSV";"Koeln";6;2;4;0
"BL";2010;2011;2011-03-19;27;"Saturday";"Frankfurt";"St. Pauli";2;1;1;1
"BL";2010;2011;2011-03-19;27;"Saturday";"Freiburg";"Bayern";1;2;1;1
"BL";2010;2011;2011-03-19;27;"Saturday";"Hannover";"Hoffenheim";2;0;1;0
"BL";2010;2011;2011-03-19;27;"Saturday";"Nuernberg";"Bremen";1;3;1;1
"BL";2010;2011;2011-03-19;27;"Saturday";"Dortmund";"Mainz";1;1;1;0
"BL";2010;2011;2011-03-20;27;"Sunday";"Leverkusen";"Schalke";2;0;2;0
"BL";2010;2011;2011-03-20;27;"Sunday";"Stuttgart";"Wolfsburg";1;1;0;1
"BL";2010;2011;2011-04-01;28;"Friday";"St. Pauli";"Schalke";0;2;NA;NA
"BL";2010;2011;2011-04-02;28;"Saturday";"Bayern";"Gladbach";1;0;0;0
"BL";2010;2011;2011-04-02;28;"Saturday";"Bremen";"Stuttgart";1;1;1;1
"BL";2010;2011;2011-04-02;28;"Saturday";"Dortmund";"Hannover";4;1;0;0
"BL";2010;2011;2011-04-02;28;"Saturday";"Mainz";"Freiburg";1;1;0;1
"BL";2010;2011;2011-04-02;28;"Saturday";"K'lautern";"Leverkusen";0;1;0;0
"BL";2010;2011;2011-04-02;28;"Saturday";"Hoffenheim";"HSV";0;0;0;0
"BL";2010;2011;2011-04-03;28;"Sunday";"Koeln";"Nuernberg";1;0;0;0
"BL";2010;2011;2011-04-03;28;"Sunday";"Wolfsburg";"Frankfurt";1;1;0;0
"BL";2010;2011;2011-04-08;29;"Friday";"Frankfurt";"Bremen";1;1;0;0
"BL";2010;2011;2011-04-09;29;"Saturday";"Schalke";"Wolfsburg";1;0;0;0
"BL";2010;2011;2011-04-09;29;"Saturday";"HSV";"Dortmund";1;1;1;0
"BL";2010;2011;2011-04-09;29;"Saturday";"Freiburg";"Hoffenheim";3;2;1;2
"BL";2010;2011;2011-04-09;29;"Saturday";"Hannover";"Mainz";2;0;1;0
"BL";2010;2011;2011-04-09;29;"Saturday";"Nuernberg";"Bayern";1;1;0;1
"BL";2010;2011;2011-04-09;29;"Saturday";"Stuttgart";"K'lautern";2;4;2;1
"BL";2010;2011;2011-04-10;29;"Sunday";"Gladbach";"Koeln";5;1;3;0
"BL";2010;2011;2011-04-10;29;"Sunday";"Leverkusen";"St. Pauli";2;1;0;0
"BL";2010;2011;2011-04-15;30;"Friday";"Mainz";"Gladbach";1;0;0;0
"BL";2010;2011;2011-04-16;30;"Saturday";"HSV";"Hannover";0;0;0;0
"BL";2010;2011;2011-04-16;30;"Saturday";"Wolfsburg";"St. Pauli";2;2;1;0
"BL";2010;2011;2011-04-16;30;"Saturday";"Hoffenheim";"Frankfurt";1;0;0;0
"BL";2010;2011;2011-04-16;30;"Saturday";"Koeln";"Stuttgart";1;3;0;0
"BL";2010;2011;2011-04-16;30;"Saturday";"K'lautern";"Nuernberg";0;2;0;1
"BL";2010;2011;2011-04-16;30;"Saturday";"Bremen";"Schalke";1;1;0;0
"BL";2010;2011;2011-04-17;30;"Sunday";"Bayern";"Leverkusen";5;1;4;0
"BL";2010;2011;2011-04-17;30;"Sunday";"Dortmund";"Freiburg";3;0;2;0
"BL";2010;2011;2011-04-21;31;"Thursday";"Freiburg";"Hannover";1;3;0;2
"BL";2010;2011;2011-04-23;31;"Saturday";"Schalke";"K'lautern";0;1;0;1
"BL";2010;2011;2011-04-23;31;"Saturday";"Leverkusen";"Hoffenheim";2;1;1;1
"BL";2010;2011;2011-04-23;31;"Saturday";"Stuttgart";"HSV";3;0;1;0
"BL";2010;2011;2011-04-23;31;"Saturday";"Frankfurt";"Bayern";1;1;0;0
"BL";2010;2011;2011-04-23;31;"Saturday";"St. Pauli";"Bremen";1;3;1;0
"BL";2010;2011;2011-04-23;31;"Saturday";"Gladbach";"Dortmund";1;0;1;0
"BL";2010;2011;2011-04-24;31;"Sunday";"Wolfsburg";"Koeln";4;1;2;1
"BL";2010;2011;2011-04-24;31;"Sunday";"Nuernberg";"Mainz";0;0;0;0
"BL";2010;2011;2011-04-29;32;"Friday";"Bremen";"Wolfsburg";0;1;0;1
"BL";2010;2011;2011-04-29;32;"Friday";"K'lautern";"St. Pauli";2;0;1;0
"BL";2010;2011;2011-04-30;32;"Saturday";"Dortmund";"Nuernberg";2;0;2;0
"BL";2010;2011;2011-04-30;32;"Saturday";"HSV";"Freiburg";0;2;0;1
"BL";2010;2011;2011-04-30;32;"Saturday";"Mainz";"Frankfurt";3;0;3;0
"BL";2010;2011;2011-04-30;32;"Saturday";"Hoffenheim";"Stuttgart";1;2;1;0
"BL";2010;2011;2011-04-30;32;"Saturday";"Koeln";"Leverkusen";2;0;0;0
"BL";2010;2011;2011-04-30;32;"Saturday";"Hannover";"Gladbach";0;1;0;0
"BL";2010;2011;2011-04-30;32;"Saturday";"Bayern";"Schalke";4;1;3;1
"BL";2010;2011;2011-05-07;33;"Saturday";"Schalke";"Mainz";1;3;0;0
"BL";2010;2011;2011-05-07;33;"Saturday";"Bremen";"Dortmund";2;0;1;0
"BL";2010;2011;2011-05-07;33;"Saturday";"Leverkusen";"HSV";1;1;0;1
"BL";2010;2011;2011-05-07;33;"Saturday";"Stuttgart";"Hannover";2;1;0;0
"BL";2010;2011;2011-05-07;33;"Saturday";"Wolfsburg";"K'lautern";1;2;1;2
"BL";2010;2011;2011-05-07;33;"Saturday";"Frankfurt";"Koeln";0;2;0;1
"BL";2010;2011;2011-05-07;33;"Saturday";"Gladbach";"Freiburg";2;0;0;0
