"League";"SeasonFrom";"SeasonTo";"date";"matchday";"day";"Home";"Guest";"Goals90Home";"Goals90Guest";"Goals45Home";"Goals45Guest"
"Lig1";2013;2014;2013-12-14;18;"Saturday";"AC Ajaccio";"Lorient";1;2;1;1
"Lig1";2013;2014;2013-12-14;18;"Saturday";"Gaillard";"Reims";1;1;0;0
"Lig1";2013;2014;2013-12-14;18;"Saturday";"Guingamp";"Monaco";0;2;0;2
"Lig1";2013;2014;2013-12-14;18;"Saturday";"Nantes";"Toulouse";1;2;0;0
"Lig1";2013;2014;2013-12-14;18;"Saturday";"Nizza";"Sochaux";1;0;1;0
"Lig1";2013;2014;2013-12-15;18;"Sunday";"Bordeaux";"Valenciennes";2;1;0;0
"Lig1";2013;2014;2013-12-15;18;"Sunday";"Lille";"SC Bastia";2;1;2;1
"Lig1";2013;2014;2013-12-15;18;"Sunday";"Lyon";"Marseille";2;2;2;1
"Lig1";2013;2014;2013-12-20;19;"Friday";"Monaco";"Valenciennes";1;2;0;1
"Lig1";2013;2014;2013-12-21;19;"Saturday";"St. Etienne";"Nantes";2;0;1;0
"Lig1";2013;2014;2013-12-21;19;"Saturday";"SC Bastia";"Montpellier";0;0;0;0
"Lig1";2013;2014;2013-12-21;19;"Saturday";"Nizza";"Gaillard";3;1;0;1
"Lig1";2013;2014;2013-12-21;19;"Saturday";"Reims";"AC Ajaccio";4;1;0;0
"Lig1";2013;2014;2013-12-21;19;"Saturday";"Sochaux";"Rennes";2;1;1;1
"Lig1";2013;2014;2013-12-21;19;"Saturday";"Toulouse";"Guingamp";0;0;0;0
"Lig1";2013;2014;2013-12-22;19;"Sunday";"Marseille";"Bordeaux";2;2;0;1
"Lig1";2013;2014;2013-12-22;19;"Sunday";"Lorient";"Lyon";2;2;0;1
"Lig1";2013;2014;2013-12-22;19;"Sunday";"Paris SG";"Lille";2;2;1;1
"Lig1";2013;2014;2014-01-10;20;"Friday";"Montpellier";"Monaco";1;1;0;0
"Lig1";2013;2014;2014-01-11;20;"Saturday";"AC Ajaccio";"Paris SG";1;2;1;1
"Lig1";2013;2014;2014-01-11;20;"Saturday";"Bordeaux";"Toulouse";0;1;0;0
"Lig1";2013;2014;2014-01-11;20;"Saturday";"Guingamp";"St. Etienne";0;0;0;0
"Lig1";2013;2014;2014-01-11;20;"Saturday";"Lyon";"Sochaux";2;0;0;0
"Lig1";2013;2014;2014-01-11;20;"Saturday";"Rennes";"Nizza";0;0;0;0
"Lig1";2013;2014;2014-01-11;20;"Saturday";"Valenciennes";"SC Bastia";3;2;2;0
"Lig1";2013;2014;2014-01-12;20;"Sunday";"Nantes";"Lorient";1;0;0;0
"Lig1";2013;2014;2014-01-12;20;"Sunday";"Gaillard";"Marseille";1;2;1;2
"Lig1";2013;2014;2014-01-12;20;"Sunday";"Lille";"Reims";1;2;0;0
"Lig1";2013;2014;2014-01-17;21;"Friday";"St. Etienne";"Lille";2;0;0;0
"Lig1";2013;2014;2014-01-18;21;"Saturday";"SC Bastia";"Bordeaux";1;0;1;0
"Lig1";2013;2014;2014-01-18;21;"Saturday";"Lorient";"Guingamp";2;0;2;0
"Lig1";2013;2014;2014-01-18;21;"Saturday";"Nizza";"AC Ajaccio";2;0;1;0
"Lig1";2013;2014;2014-01-18;21;"Saturday";"Rennes";"Gaillard";0;0;0;0
"Lig1";2013;2014;2014-01-18;21;"Saturday";"Sochaux";"Montpellier";0;2;0;1
"Lig1";2013;2014;2014-01-19;21;"Sunday";"Reims";"Lyon";0;2;0;1
"Lig1";2013;2014;2014-01-19;21;"Sunday";"Toulouse";"Monaco";0;2;0;1
"Lig1";2013;2014;2014-01-19;21;"Sunday";"Paris SG";"Nantes";5;0;2;0
"Lig1";2013;2014;2014-01-29;21;"Wednesday";"Marseille";"Valenciennes";2;1;1;1
"Lig1";2013;2014;2014-01-24;22;"Friday";"Lille";"Rennes";1;1;1;1
"Lig1";2013;2014;2014-01-25;22;"Saturday";"Guingamp";"Paris SG";1;1;0;0
"Lig1";2013;2014;2014-01-25;22;"Saturday";"AC Ajaccio";"Sochaux";1;1;1;0
"Lig1";2013;2014;2014-01-25;22;"Saturday";"Montpellier";"Nizza";3;1;1;0
"Lig1";2013;2014;2014-01-25;22;"Saturday";"Nantes";"Reims";0;0;0;0
"Lig1";2013;2014;2014-01-25;22;"Saturday";"Valenciennes";"Lorient";1;1;0;1
"Lig1";2013;2014;2014-01-26;22;"Sunday";"Lyon";"Gaillard";3;0;2;0
"Lig1";2013;2014;2014-01-26;22;"Sunday";"Bordeaux";"St. Etienne";2;0;1;0
"Lig1";2013;2014;2014-01-26;22;"Sunday";"Monaco";"Marseille";2;0;1;0
"Lig1";2013;2014;2014-02-11;22;"Tuesday";"Toulouse";"SC Bastia";1;3;1;2
"Lig1";2013;2014;2014-01-31;23;"Friday";"Paris SG";"Bordeaux";2;0;0;0
"Lig1";2013;2014;2014-02-01;23;"Saturday";"Lorient";"Monaco";2;2;1;1
"Lig1";2013;2014;2014-02-01;23;"Saturday";"SC Bastia";"Guingamp";3;2;0;0
"Lig1";2013;2014;2014-02-01;23;"Saturday";"Gaillard";"AC Ajaccio";1;1;0;0
"Lig1";2013;2014;2014-02-01;23;"Saturday";"Reims";"Montpellier";2;4;0;1
"Lig1";2013;2014;2014-02-01;23;"Saturday";"St. Etienne";"Valenciennes";3;0;1;0
"Lig1";2013;2014;2014-02-01;23;"Saturday";"Sochaux";"Nantes";1;0;1;0
"Lig1";2013;2014;2014-02-02;23;"Sunday";"Nizza";"Lille";1;0;1;0
"Lig1";2013;2014;2014-02-02;23;"Sunday";"Rennes";"Lyon";2;0;1;0
"Lig1";2013;2014;2014-02-02;23;"Sunday";"Marseille";"Toulouse";2;2;2;1
"Lig1";2013;2014;2014-02-07;24;"Friday";"Toulouse";"St. Etienne";0;0;0;0
"Lig1";2013;2014;2014-02-08;24;"Saturday";"Marseille";"SC Bastia";3;0;2;0
"Lig1";2013;2014;2014-02-08;24;"Saturday";"AC Ajaccio";"Rennes";3;1;2;1
"Lig1";2013;2014;2014-02-08;24;"Saturday";"Guingamp";"Reims";1;2;0;0
"Lig1";2013;2014;2014-02-08;24;"Saturday";"Lille";"Sochaux";2;0;1;0
"Lig1";2013;2014;2014-02-08;24;"Saturday";"Montpellier";"Gaillard";1;1;1;1
"Lig1";2013;2014;2014-02-08;24;"Saturday";"Valenciennes";"Nizza";2;1;1;0
"Lig1";2013;2014;2014-02-09;24;"Sunday";"Nantes";"Lyon";1;2;0;1
"Lig1";2013;2014;2014-02-09;24;"Sunday";"Monaco";"Paris SG";1;1;0;1
"Lig1";2013;2014;2014-02-25;24;"Tuesday";"Bordeaux";"Lorient";3;2;2;1
"Lig1";2013;2014;2014-02-14;25;"Friday";"Paris SG";"Valenciennes";3;0;1;0
"Lig1";2013;2014;2014-02-15;25;"Saturday";"SC Bastia";"Monaco";0;2;0;1
"Lig1";2013;2014;2014-02-15;25;"Saturday";"Lorient";"Toulouse";1;3;1;0
"Lig1";2013;2014;2014-02-15;25;"Saturday";"Nizza";"Nantes";0;0;0;0
"Lig1";2013;2014;2014-02-15;25;"Saturday";"Reims";"Bordeaux";1;0;0;0
"Lig1";2013;2014;2014-02-15;25;"Saturday";"Rennes";"Montpellier";2;2;1;0
"Lig1";2013;2014;2014-02-15;25;"Saturday";"Sochaux";"Guingamp";1;0;0;0
"Lig1";2013;2014;2014-02-16;25;"Sunday";"Lyon";"AC Ajaccio";3;1;1;0
"Lig1";2013;2014;2014-02-16;25;"Sunday";"Gaillard";"Lille";2;2;1;1
"Lig1";2013;2014;2014-02-16;25;"Sunday";"St. Etienne";"Marseille";1;1;0;0
"Lig1";2013;2014;2014-02-21;26;"Friday";"Monaco";"Reims";3;2;1;0
"Lig1";2013;2014;2014-02-22;26;"Saturday";"Marseille";"Lorient";1;0;0;0
"Lig1";2013;2014;2014-02-22;26;"Saturday";"SC Bastia";"St. Etienne";0;2;0;1
"Lig1";2013;2014;2014-02-22;26;"Saturday";"Bordeaux";"Gaillard";2;1;0;0
"Lig1";2013;2014;2014-02-22;26;"Saturday";"Guingamp";"Nizza";1;0;0;0
"Lig1";2013;2014;2014-02-22;26;"Saturday";"Montpellier";"AC Ajaccio";2;0;0;0
"Lig1";2013;2014;2014-02-22;26;"Saturday";"Valenciennes";"Sochaux";2;2;0;0
"Lig1";2013;2014;2014-02-23;26;"Sunday";"Toulouse";"Paris SG";2;4;1;1
"Lig1";2013;2014;2014-02-23;26;"Sunday";"Nantes";"Rennes";0;3;0;1
"Lig1";2013;2014;2014-02-23;26;"Sunday";"Lille";"Lyon";0;0;0;0
"Lig1";2013;2014;2014-02-28;27;"Friday";"Gaillard";"Nantes";2;0;0;0
"Lig1";2013;2014;2014-03-01;27;"Saturday";"St. Etienne";"Monaco";2;0;1;0
"Lig1";2013;2014;2014-03-01;27;"Saturday";"Lorient";"SC Bastia";1;1;1;0
"Lig1";2013;2014;2014-03-01;27;"Saturday";"Nizza";"Toulouse";0;2;0;0
"Lig1";2013;2014;2014-03-01;27;"Saturday";"Reims";"Valenciennes";3;1;2;0
"Lig1";2013;2014;2014-03-01;27;"Saturday";"Rennes";"Guingamp";0;2;0;1
"Lig1";2013;2014;2014-03-01;27;"Saturday";"Sochaux";"Bordeaux";2;0;0;0
"Lig1";2013;2014;2014-03-02;27;"Sunday";"AC Ajaccio";"Lille";2;3;2;2
"Lig1";2013;2014;2014-03-02;27;"Sunday";"Lyon";"Montpellier";0;0;0;0
"Lig1";2013;2014;2014-03-02;27;"Sunday";"Paris SG";"Marseille";2;0;0;0
"Lig1";2013;2014;2014-03-07;28;"Friday";"Marseille";"Nizza";0;1;0;0
"Lig1";2013;2014;2014-03-08;28;"Saturday";"SC Bastia";"Paris SG";0;3;0;2
"Lig1";2013;2014;2014-03-08;28;"Saturday";"Guingamp";"Gaillard";0;1;0;0
"Lig1";2013;2014;2014-03-08;28;"Saturday";"Monaco";"Sochaux";2;1;1;0
"Lig1";2013;2014;2014-03-08;28;"Saturday";"Nantes";"AC Ajaccio";2;2;1;1
"Lig1";2013;2014;2014-03-08;28;"Saturday";"Toulouse";"Reims";3;2;0;2
"Lig1";2013;2014;2014-03-08;28;"Saturday";"Valenciennes";"Rennes";2;1;0;0
"Lig1";2013;2014;2014-03-09;28;"Sunday";"Lille";"Montpellier";2;0;1;0
"Lig1";2013;2014;2014-03-09;28;"Sunday";"Lorient";"St. Etienne";1;0;0;0
"Lig1";2013;2014;2014-03-09;28;"Sunday";"Bordeaux";"Lyon";1;2;1;0
"Lig1";2013;2014;2014-03-14;29;"Friday";"Reims";"Marseille";1;1;0;0
"Lig1";2013;2014;2014-03-15;29;"Saturday";"Lille";"Nantes";0;0;0;0
"Lig1";2013;2014;2014-03-15;29;"Saturday";"AC Ajaccio";"Guingamp";1;2;1;1
"Lig1";2013;2014;2014-03-15;29;"Saturday";"Gaillard";"Valenciennes";0;1;0;0
"Lig1";2013;2014;2014-03-15;29;"Saturday";"Nizza";"SC Bastia";2;0;1;0
"Lig1";2013;2014;2014-03-15;29;"Saturday";"Rennes";"Toulouse";2;3;0;2
"Lig1";2013;2014;2014-03-15;29;"Saturday";"Sochaux";"Lorient";2;0;1;0
"Lig1";2013;2014;2014-03-16;29;"Sunday";"Montpellier";"Bordeaux";1;1;1;1
"Lig1";2013;2014;2014-03-16;29;"Sunday";"Lyon";"Monaco";2;3;1;2
"Lig1";2013;2014;2014-03-16;29;"Sunday";"Paris SG";"St. Etienne";2;0;2;0
"Lig1";2013;2014;2014-03-21;30;"Friday";"Lorient";"Paris SG";0;1;0;1
"Lig1";2013;2014;2014-03-22;30;"Saturday";"Marseille";"Rennes";0;1;0;0
"Lig1";2013;2014;2014-03-22;30;"Saturday";"SC Bastia";"Reims";2;0;2;0
"Lig1";2013;2014;2014-03-22;30;"Saturday";"Bordeaux";"Nizza";1;1;0;0
"Lig1";2013;2014;2014-03-22;30;"Saturday";"Nantes";"Montpellier";2;1;2;1
"Lig1";2013;2014;2014-03-22;30;"Saturday";"Toulouse";"Gaillard";1;1;0;0
"Lig1";2013;2014;2014-03-22;30;"Saturday";"Valenciennes";"AC Ajaccio";2;3;0;0
"Lig1";2013;2014;2014-03-23;30;"Sunday";"St. Etienne";"Sochaux";3;1;0;0
"Lig1";2013;2014;2014-03-23;30;"Sunday";"Guingamp";"Lyon";0;1;0;0
"Lig1";2013;2014;2014-03-23;30;"Sunday";"Monaco";"Lille";1;1;1;1
"Lig1";2013;2014;2014-03-28;31;"Friday";"Nizza";"Paris SG";0;1;0;0
"Lig1";2013;2014;2014-03-29;31;"Saturday";"Sochaux";"Marseille";1;1;1;0
"Lig1";2013;2014;2014-03-29;31;"Saturday";"AC Ajaccio";"Toulouse";2;2;2;1
"Lig1";2013;2014;2014-03-29;31;"Saturday";"Gaillard";"Monaco";1;0;0;0
"Lig1";2013;2014;2014-03-29;31;"Saturday";"Montpellier";"Valenciennes";0;0;0;0
"Lig1";2013;2014;2014-03-29;31;"Saturday";"Nantes";"Bordeaux";0;0;0;0
"Lig1";2013;2014;2014-03-29;31;"Saturday";"Reims";"Lorient";1;1;0;1
"Lig1";2013;2014;2014-03-30;31;"Sunday";"Rennes";"SC Bastia";3;0;2;0
"Lig1";2013;2014;2014-03-30;31;"Sunday";"Lille";"Guingamp";1;0;0;0
"Lig1";2013;2014;2014-03-30;31;"Sunday";"Lyon";"St. Etienne";1;2;1;1
"Lig1";2013;2014;2014-04-04;32;"Friday";"Marseille";"AC Ajaccio";3;1;1;0
"Lig1";2013;2014;2014-04-05;32;"Saturday";"Paris SG";"Reims";3;0;1;0
"Lig1";2013;2014;2014-04-05;32;"Saturday";"SC Bastia";"Sochaux";2;2;0;2
"Lig1";2013;2014;2014-04-05;32;"Saturday";"Bordeaux";"Rennes";2;2;1;0
"Lig1";2013;2014;2014-04-05;32;"Saturday";"Guingamp";"Montpellier";1;2;0;2
"Lig1";2013;2014;2014-04-05;32;"Saturday";"Lorient";"Gaillard";1;1;1;0
"Lig1";2013;2014;2014-04-05;32;"Saturday";"Toulouse";"Lille";1;2;0;2
"Lig1";2013;2014;2014-04-06;32;"Sunday";"St. Etienne";"Nizza";1;1;0;0
"Lig1";2013;2014;2014-04-06;32;"Sunday";"Valenciennes";"Lyon";1;2;0;1
"Lig1";2013;2014;2014-04-06;32;"Sunday";"Monaco";"Nantes";3;1;1;0
"Lig1";2013;2014;2014-04-11;33;"Friday";"Montpellier";"Marseille";2;3;0;1
"Lig1";2013;2014;2014-04-12;33;"Saturday";"Lille";"Valenciennes";1;0;0;0
"Lig1";2013;2014;2014-04-12;33;"Saturday";"AC Ajaccio";"Bordeaux";1;1;0;0
"Lig1";2013;2014;2014-04-12;33;"Saturday";"Gaillard";"SC Bastia";2;1;1;1
"Lig1";2013;2014;2014-04-12;33;"Saturday";"Nizza";"Lorient";1;2;1;1
"Lig1";2013;2014;2014-04-12;33;"Saturday";"Rennes";"Monaco";0;1;0;0
"Lig1";2013;2014;2014-04-12;33;"Saturday";"Sochaux";"Toulouse";2;0;1;0
"Lig1";2013;2014;2014-04-13;33;"Sunday";"Nantes";"Guingamp";1;0;1;0
"Lig1";2013;2014;2014-04-13;33;"Sunday";"Reims";"St. Etienne";2;2;1;0
"Lig1";2013;2014;2014-04-13;33;"Sunday";"Lyon";"Paris SG";1;0;1;0
"Lig1";2013;2014;2014-04-18;34;"Friday";"St. Etienne";"Rennes";0;0;0;0
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Monaco";"Nizza";1;0;1;0
"Lig1";2013;2014;2014-04-20;34;"Sunday";"SC Bastia";"AC Ajaccio";2;1;1;1
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Bordeaux";"Guingamp";5;1;3;1
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Lorient";"Montpellier";4;4;1;1
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Reims";"Sochaux";0;1;0;1
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Valenciennes";"Nantes";2;6;0;3
"Lig1";2013;2014;2014-04-20;34;"Sunday";"Marseille";"Lille";0;0;0;0
"Lig1";2013;2014;2014-04-23;34;"Wednesday";"Paris SG";"Gaillard";1;0;0;0
"Lig1";2013;2014;2014-04-23;34;"Wednesday";"Toulouse";"Lyon";0;0;0;0
"Lig1";2013;2014;2014-04-25;35;"Friday";"Nantes";"Marseille";1;1;0;1
"Lig1";2013;2014;2014-04-26;35;"Saturday";"AC Ajaccio";"Monaco";1;4;0;0
"Lig1";2013;2014;2014-04-26;35;"Saturday";"Gaillard";"St. Etienne";1;2;0;2
"Lig1";2013;2014;2014-04-26;35;"Saturday";"Guingamp";"Valenciennes";1;0;0;0
"Lig1";2013;2014;2014-04-26;35;"Saturday";"Montpellier";"Toulouse";2;1;0;1
"Lig1";2013;2014;2014-04-26;35;"Saturday";"Nizza";"Reims";1;0;0;0
"Lig1";2013;2014;2014-04-26;35;"Saturday";"Rennes";"Lorient";1;1;0;1
"Lig1";2013;2014;2014-04-27;35;"Sunday";"Sochaux";"Paris SG";1;1;0;1
"Lig1";2013;2014;2014-04-27;35;"Sunday";"Lyon";"SC Bastia";4;1;2;0
"Lig1";2013;2014;2014-04-27;35;"Sunday";"Lille";"Bordeaux";2;1;1;0
"Lig1";2013;2014;2014-05-02;36;"Friday";"SC Bastia";"Lille";1;1;0;1
"Lig1";2013;2014;2014-05-04;36;"Sunday";"St. Etienne";"Montpellier";2;0;0;0
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Lorient";"AC Ajaccio";1;0;1;0
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Reims";"Gaillard";1;0;1;0
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Sochaux";"Nizza";2;0;1;0
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Toulouse";"Nantes";1;1;0;1
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Valenciennes";"Bordeaux";0;1;0;0
"Lig1";2013;2014;2014-05-04;36;"Sunday";"Marseille";"Lyon";4;2;2;1
"Lig1";2013;2014;2014-05-07;36;"Wednesday";"Monaco";"Guingamp";1;1;0;0
"Lig1";2013;2014;2014-05-07;36;"Wednesday";"Paris SG";"Rennes";1;2;1;2
"Lig1";2013;2014;2014-05-10;37;"Saturday";"AC Ajaccio";"Reims";2;1;2;1
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Bordeaux";"Marseille";1;1;0;1
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Gaillard";"Nizza";2;0;1;0
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Guingamp";"Toulouse";2;0;2;0
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Lille";"Paris SG";1;3;0;1
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Lyon";"Lorient";0;1;0;0
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Montpellier";"SC Bastia";0;2;0;1
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Nantes";"St. Etienne";1;3;0;3
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Rennes";"Sochaux";1;2;0;1
"Lig1";2013;2014;2014-05-10;37;"Saturday";"Valenciennes";"Monaco";1;2;0;1
"Lig1";2013;2014;2014-05-17;38;"Saturday";"SC Bastia";"Nantes";0;0;0;0
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Lorient";"Lille";1;4;1;1
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Marseille";"Guingamp";1;0;0;0
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Monaco";"Bordeaux";1;1;0;1
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Nizza";"Lyon";0;1;0;1
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Paris SG";"Montpellier";4;0;2;0
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Reims";"Rennes";1;3;0;1
"Lig1";2013;2014;2014-05-17;38;"Saturday";"St. Etienne";"AC Ajaccio";3;1;2;0
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Sochaux";"Gaillard";0;3;0;2
"Lig1";2013;2014;2014-05-17;38;"Saturday";"Toulouse";"Valenciennes";3;1;2;0
"Lig1";2014;2015;2014-08-08;1;"Friday";"Reims";"Paris SG";2;2;2;1
"Lig1";2014;2015;2014-08-09;1;"Saturday";"SC Bastia";"Marseille";3;3;1;2
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Gaillard";"Caen";0;3;0;3
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Guingamp";"St. Etienne";0;2;0;1
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Lille";"Metz";0;0;0;0
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Montpellier";"Bordeaux";0;1;0;1
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Nantes";"Lens";1;0;0;0
"Lig1";2014;2015;2014-08-09;1;"Saturday";"Nizza";"Toulouse";3;2;1;2
"Lig1";2014;2015;2014-08-10;1;"Sunday";"Lyon";"Rennes";2;0;0;0
"Lig1";2014;2015;2014-08-10;1;"Sunday";"Monaco";"Lorient";1;2;0;1
"Lig1";2014;2015;2014-08-15;2;"Friday";"Caen";"Lille";0;1;0;0
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Paris SG";"SC Bastia";2;0;1;0
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Lens";"Guingamp";0;1;0;0
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Lorient";"Nizza";0;0;0;0
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Metz";"Nantes";1;1;1;1
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Rennes";"Gaillard";6;2;3;1
"Lig1";2014;2015;2014-08-16;2;"Saturday";"Toulouse";"Lyon";2;1;2;0
"Lig1";2014;2015;2014-08-17;2;"Sunday";"Marseille";"Montpellier";0;2;0;1
"Lig1";2014;2015;2014-08-17;2;"Sunday";"St. Etienne";"Reims";3;1;0;1
"Lig1";2014;2015;2014-08-17;2;"Sunday";"Bordeaux";"Monaco";4;1;0;1
"Lig1";2014;2015;2014-08-22;3;"Friday";"Gaillard";"Paris SG";0;0;0;0
"Lig1";2014;2015;2014-08-23;3;"Saturday";"Guingamp";"Marseille";0;1;0;0
"Lig1";2014;2015;2014-08-23;3;"Saturday";"SC Bastia";"Toulouse";1;0;1;0
"Lig1";2014;2015;2014-08-23;3;"Saturday";"Lille";"Lorient";2;0;0;0
"Lig1";2014;2015;2014-08-23;3;"Saturday";"Montpellier";"Metz";2;0;1;0
"Lig1";2014;2015;2014-08-23;3;"Saturday";"Nizza";"Bordeaux";1;3;1;1
"Lig1";2014;2015;2014-08-23;3;"Saturday";"Reims";"Caen";0;2;0;0
"Lig1";2014;2015;2014-08-24;3;"Sunday";"Lyon";"Lens";0;1;0;1
"Lig1";2014;2015;2014-08-24;3;"Sunday";"St. Etienne";"Rennes";0;0;0;0
"Lig1";2014;2015;2014-08-24;3;"Sunday";"Nantes";"Monaco";0;1;0;1
"Lig1";2014;2015;2014-08-29;4;"Friday";"Marseille";"Nizza";4;0;2;0
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Monaco";"Lille";1;1;0;1
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Caen";"Rennes";0;1;0;0
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Lens";"Reims";4;2;1;1
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Lorient";"Guingamp";4;0;0;0
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Nantes";"Montpellier";1;0;0;0
"Lig1";2014;2015;2014-08-30;4;"Saturday";"Toulouse";"Gaillard";1;0;0;0
"Lig1";2014;2015;2014-08-31;4;"Sunday";"Bordeaux";"SC Bastia";1;1;0;1
"Lig1";2014;2015;2014-08-31;4;"Sunday";"Metz";"Lyon";2;1;0;0
"Lig1";2014;2015;2014-08-31;4;"Sunday";"Paris SG";"St. Etienne";5;0;2;0
"Lig1";2014;2015;2014-09-12;5;"Friday";"Lyon";"Monaco";2;1;1;1
"Lig1";2014;2015;2014-09-13;5;"Saturday";"Rennes";"Paris SG";1;1;0;1
"Lig1";2014;2015;2014-09-13;5;"Saturday";"SC Bastia";"Lens";1;1;0;1
"Lig1";2014;2015;2014-09-13;5;"Saturday";"Montpellier";"Lorient";1;0;1;0
"Lig1";2014;2015;2014-09-13;5;"Saturday";"Nizza";"Metz";1;0;0;0
"Lig1";2014;2015;2014-09-13;5;"Saturday";"Reims";"Toulouse";2;0;1;0
"Lig1";2014;2015;2014-09-13;5;"Saturday";"St. Etienne";"Caen";1;0;0;0
"Lig1";2014;2015;2014-09-14;5;"Sunday";"Lille";"Nantes";2;0;0;0
"Lig1";2014;2015;2014-09-14;5;"Sunday";"Guingamp";"Bordeaux";2;1;2;0
"Lig1";2014;2015;2014-09-14;5;"Sunday";"Gaillard";"Marseille";1;3;0;2
"Lig1";2014;2015;2014-09-19;6;"Friday";"Bordeaux";"Gaillard";2;1;1;0
"Lig1";2014;2015;2014-09-20;6;"Saturday";"Marseille";"Rennes";3;0;0;0
"Lig1";2014;2015;2014-09-20;6;"Saturday";"Lorient";"Reims";0;1;0;0
"Lig1";2014;2015;2014-09-20;6;"Saturday";"Metz";"SC Bastia";3;1;1;1
"Lig1";2014;2015;2014-09-20;6;"Saturday";"Nantes";"Nizza";2;1;2;0
"Lig1";2014;2015;2014-09-20;6;"Saturday";"Toulouse";"Caen";3;3;1;1
"Lig1";2014;2015;2014-09-21;6;"Sunday";"Lille";"Montpellier";0;0;0;0
"Lig1";2014;2015;2014-09-21;6;"Sunday";"Lens";"St. Etienne";0;1;0;0
"Lig1";2014;2015;2014-09-21;6;"Sunday";"Monaco";"Guingamp";1;0;1;0
"Lig1";2014;2015;2014-09-21;6;"Sunday";"Paris SG";"Lyon";1;1;1;0
"Lig1";2014;2015;2014-09-23;7;"Tuesday";"Reims";"Marseille";0;5;0;2
"Lig1";2014;2015;2014-09-23;7;"Tuesday";"Rennes";"Toulouse";0;3;0;1
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"SC Bastia";"Nantes";0;0;0;0
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Gaillard";"Lens";2;1;2;0
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Guingamp";"Metz";0;1;0;1
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Lyon";"Lorient";4;0;2;0
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Montpellier";"Monaco";0;1;0;0
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Nizza";"Lille";1;0;1;0
"Lig1";2014;2015;2014-09-24;7;"Wednesday";"Caen";"Paris SG";0;2;0;1
"Lig1";2014;2015;2014-09-25;7;"Thursday";"St. Etienne";"Bordeaux";1;1;1;1
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Monaco";"Nizza";0;1;0;1
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Toulouse";"Paris SG";1;1;1;1
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Lille";"SC Bastia";1;0;1;0
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Lorient";"Gaillard";0;2;0;1
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Metz";"Reims";3;0;0;0
"Lig1";2014;2015;2014-09-27;8;"Saturday";"Montpellier";"Guingamp";2;1;0;0
"Lig1";2014;2015;2014-09-28;8;"Sunday";"Bordeaux";"Rennes";2;1;0;0
"Lig1";2014;2015;2014-09-28;8;"Sunday";"Lens";"Caen";0;0;0;0
"Lig1";2014;2015;2014-09-28;8;"Sunday";"Nantes";"Lyon";1;1;0;0
"Lig1";2014;2015;2014-09-28;8;"Sunday";"Marseille";"St. Etienne";2;1;2;0
